"subNumber","automation","nback","runNumber","eventType","type","steering","rt","jerk","minTTC","crash","Age"
47,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,2.18330000000003,0.66600589463607,1.18468705478775,0,41
47,"MD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.25,1.1591242002629,1.88196642822873,0,41
47,"MD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.83339999999998,0.38136077659389,2.76119925836529,0,41
47,"MD","No Task",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.41659999999996,0.937668145157213,2.38741777887562,0,41
47,"MD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,3.30000000000001,0.936217042767934,0.671771108170493,0,41
47,"PAD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,4,-2.01078201327906,0,1,41
47,"PAD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.950000000000045,0.733447690145983,0,1,41
47,"PAD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,2.20000000000005,0.640602023803636,1.11133586147403,0,41
48,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,2.13329999999999,0.300386911129575,0,1,38
48,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,0.816700000000026,0.675863953783805,0,1,38
48,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.38330000000002,0.904442189730758,2.14,0,38
48,"MD","2-Back",2,"LEFT_PEDESTRIAN","Mainly steer",1,1.55000000000001,0.657104440303877,1.05618054816904,0,38
48,"MD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.98330000000004,-0.646734413797562,0,1,38
48,"MD","2-Back",2,"ONCOMING_VEHICLES","Brake and steer",1,0.800000000000011,-0.322430555698331,0,1,38
48,"PAD","No Task",3,"ONCOMING_VEHICLES","Mainly brake",0,0.716700000000003,-0.157409521382207,0,1,38
48,"PAD","No Task",3,"LEFT_PEDESTRIAN","Mainly steer",1,1.3834,-0.43113416508688,2.08772596725759,0,38
48,"PAD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.5,-0.330102223257223,1.8696502200651,0,38
48,"MD","No Task",4,"LEFT_PEDESTRIAN","Mainly steer",1,1.2167,1.83823893759825,1.21214714699086,0,38
48,"MD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.616600000000005,0.0601407673914178,0,1,38
48,"MD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.31670000000003,0.590451543229748,1.43488188662049,0,38
